n_jobs,mean_time,std_time,mean_accuracy,std_accuracy,speedup,efficiency
1,28.1983793998758,0.39036805399388586,0.9480000000000001,0.0004082482904638634,1.0,1.0
2,15.536344533320516,0.24506563644654994,0.9480000000000001,0.0004082482904638634,1.8149944692201727,0.9074972346100864
3,10.799731366724396,0.09085328387776473,0.9480000000000001,0.0004082482904638634,2.611026000772507,0.8703420002575023
4,9.51470103339913,0.20960556661693258,0.9480000000000001,0.0004082482904638634,2.9636642602738643,0.7409160650684661
5,8.595402699972814,0.30204545700507973,0.9480000000000001,0.0004082482904638634,3.2806350538951468,0.6561270107790294
6,8.593035366696617,1.0131908015770419,0.9480000000000001,0.0004082482904638634,3.2815388505396066,0.5469231417566011
7,6.698410066620757,0.019574413889770347,0.9480000000000001,0.0004082482904638634,4.2097123226887545,0.6013874746698221
8,6.947257299985115,0.8158417182684844,0.9480000000000001,0.0004082482904638634,4.058922562136315,0.5073653202670394
